instant_x,dateday,season_x,year_x,month_x,hour,holiday_x,weekday_x,workingday_x,weathercituation_x,temp_x,atemp_x,humidity_x,windspeed_x,unregistered_x,registered_x,count_x,instant_y,season_y,year_y,month_y,holiday_y,weekday_y,workingday_y,weathercituation_y,temp_y,atemp_y,humidity_y,windspeed_y,unregistered_y,registered_y,count_y,season_type,recency,frequency,monetary,R,F,M,RFM_Score
2369,2011-04-13,2,2011,4,14,0,3,1,2,0.42,0.4242,0.77,0.2537,24,82,106,103,2,2011,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,Summer,4710,2268,4231078,4,1,1,411
2370,2011-04-13,2,2011,4,15,0,3,1,2,0.44,0.4394,0.72,0.2836,12,69,81,103,2,2011,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,Summer,4710,2243,4227975,4,1,1,411
2371,2011-04-13,2,2011,4,16,0,3,1,1,0.46,0.4545,0.67,0.2836,23,119,142,103,2,2011,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,Summer,4710,2304,4239284,4,1,1,411
2372,2011-04-13,2,2011,4,17,0,3,1,1,0.46,0.4545,0.67,0.2985,25,284,309,103,2,2011,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,Summer,4710,2471,4310142,4,1,1,411
2373,2011-04-13,2,2011,4,18,0,3,1,1,0.44,0.4394,0.62,0.3881,28,293,321,103,2,2011,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,Summer,4710,2483,4316439,4,1,1,411
2374,2011-04-13,2,2011,4,19,0,3,1,1,0.44,0.4394,0.62,0.2537,15,160,175,103,2,2011,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,Summer,4710,2337,4250386,4,1,1,411
2375,2011-04-13,2,2011,4,20,0,3,1,1,0.44,0.4394,0.62,0.2537,7,119,126,103,2,2011,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,Summer,4710,2288,4237380,4,1,1,411
2376,2011-04-13,2,2011,4,21,0,3,1,1,0.42,0.4242,0.67,0.1642,17,100,117,103,2,2011,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,Summer,4710,2279,4234086,4,1,1,411
2377,2011-04-13,2,2011,4,22,0,3,1,1,0.42,0.4242,0.67,0.194,10,89,99,103,2,2011,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,Summer,4710,2261,4231197,4,1,1,411
2378,2011-04-13,2,2011,4,23,0,3,1,1,0.4,0.4091,0.71,0.1343,5,57,62,103,2,2011,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,Summer,4710,2224,4225920,4,1,1,411
2379,2011-04-14,2,2011,4,0,0,4,1,1,0.38,0.3939,0.76,0.1343,3,18,21,104,2,2011,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,Summer,4709,3288,8945424,4,1,2,412
2380,2011-04-14,2,2011,4,1,0,4,1,1,0.38,0.3939,0.76,0.2239,1,9,10,104,2,2011,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,Summer,4709,3277,8945136,4,1,2,412
2381,2011-04-14,2,2011,4,2,0,4,1,1,0.36,0.3485,0.76,0.1343,0,3,3,104,2,2011,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,Summer,4709,3270,8945055,4,1,2,412
2382,2011-04-14,2,2011,4,3,0,4,1,1,0.34,0.3333,0.81,0.1343,0,2,2,104,2,2011,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,Summer,4709,3269,8945050,4,1,2,412
2383,2011-04-14,2,2011,4,4,0,4,1,1,0.34,0.3636,0.76,0.0,1,8,9,104,2,2011,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,Summer,4709,3276,8945118,4,1,2,412
2384,2011-04-14,2,2011,4,5,0,4,1,1,0.34,0.3485,0.76,0.0896,2,12,14,104,2,2011,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,Summer,4709,3281,8945214,4,1,2,412
2385,2011-04-14,2,2011,4,6,0,4,1,1,0.34,0.3485,0.76,0.1045,4,66,70,104,2,2011,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,Summer,4709,3337,8949666,4,2,2,422
2386,2011-04-14,2,2011,4,7,0,4,1,1,0.38,0.3939,0.66,0.0,11,182,193,104,2,2011,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,Summer,4709,3460,8980172,4,2,2,422
2387,2011-04-14,2,2011,4,8,0,4,1,1,0.42,0.4242,0.58,0.1642,21,316,337,104,2,2011,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,Summer,4709,3604,9051538,4,2,2,422
2388,2011-04-14,2,2011,4,9,0,4,1,1,0.46,0.4545,0.51,0.1343,18,152,170,104,2,2011,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,Summer,4709,3437,8970886,4,2,2,422
2389,2011-04-14,2,2011,4,10,0,4,1,1,0.5,0.4848,0.51,0.194,21,68,89,104,2,2011,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,Summer,4709,3356,8951098,4,2,2,422
2390,2011-04-14,2,2011,4,11,0,4,1,1,0.52,0.5,0.45,0.1642,28,87,115,104,2,2011,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,Summer,4709,3382,8955051,4,2,2,422
2391,2011-04-14,2,2011,4,12,0,4,1,1,0.54,0.5152,0.42,0.1343,35,110,145,104,2,2011,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,Summer,4709,3412,8960996,4,2,2,422
2392,2011-04-14,2,2011,4,13,0,4,1,1,0.56,0.5303,0.37,0.2239,38,121,159,104,2,2011,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,Summer,4709,3426,8964285,4,2,2,422
2393,2011-04-14,2,2011,4,14,0,4,1,1,0.56,0.5303,0.35,0.0896,36,101,137,104,2,2011,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,Summer,4709,3404,8958883,4,2,2,422
2394,2011-04-14,2,2011,4,15,0,4,1,1,0.6,0.6212,0.31,0.0896,57,85,142,104,2,2011,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,Summer,4709,3409,8957116,4,2,2,422
2395,2011-04-14,2,2011,4,16,0,4,1,1,0.6,0.6061,0.26,0.1045,49,153,202,104,2,2011,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,Summer,4709,3469,8975952,4,2,2,422
2396,2011-04-14,2,2011,4,17,0,4,1,1,0.6,0.6061,0.28,0.0,50,338,388,104,2,2011,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,Summer,4709,3655,9076190,4,2,2,422
2397,2011-04-14,2,2011,4,18,0,4,1,1,0.56,0.5303,0.3,0.0,47,290,337,104,2,2011,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,Summer,4709,3604,9042776,4,2,2,422
2398,2011-04-14,2,2011,4,19,0,4,1,1,0.54,0.5152,0.32,0.0,37,222,259,104,2,2011,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,Summer,4709,3526,9002544,4,2,2,422
2399,2011-04-14,2,2011,4,20,0,4,1,1,0.5,0.4848,0.51,0.194,22,147,169,104,2,2011,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,Summer,4709,3436,8969889,4,2,2,422
2400,2011-04-14,2,2011,4,21,0,4,1,1,0.46,0.4545,0.63,0.1343,19,126,145,104,2,2011,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,Summer,4709,3412,8963316,4,2,2,422
2401,2011-04-14,2,2011,4,22,0,4,1,1,0.48,0.4697,0.55,0.1045,22,82,104,104,2,2011,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,Summer,4709,3371,8953574,4,2,2,422
2402,2011-04-14,2,2011,4,23,0,4,1,1,0.46,0.4545,0.59,0.1045,7,40,47,104,2,2011,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,Summer,4709,3314,8946926,4,1,2,412
2403,2011-04-15,2,2011,4,0,1,5,0,1,0.44,0.4394,0.67,0.0,6,21,27,105,2,2011,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,Summer,4708,3153,7765551,4,1,1,411
2404,2011-04-15,2,2011,4,1,1,5,0,1,0.44,0.4394,0.62,0.0,6,9,15,105,2,2011,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,Summer,4708,3141,7765119,4,1,1,411
2405,2011-04-15,2,2011,4,2,1,5,0,1,0.4,0.4091,0.76,0.0,8,10,18,105,2,2011,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,Summer,4708,3144,7765164,4,1,1,411
2406,2011-04-15,2,2011,4,3,1,5,0,1,0.4,0.4091,0.76,0.0,0,3,3,105,2,2011,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,Summer,4708,3129,7764993,4,1,1,411
2407,2011-04-15,2,2011,4,4,1,5,0,1,0.38,0.3939,0.82,0.0896,0,3,3,105,2,2011,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,Summer,4708,3129,7764993,4,1,1,411
2408,2011-04-15,2,2011,4,5,1,5,0,1,0.36,0.3636,0.81,0.1045,2,11,13,105,2,2011,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,Summer,4708,3139,7765127,4,1,1,411
2409,2011-04-15,2,2011,4,6,1,5,0,1,0.36,0.3636,0.81,0.0896,5,42,47,105,2,2011,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,Summer,4708,3173,7766958,4,1,1,411
2410,2011-04-15,2,2011,4,7,1,5,0,1,0.4,0.4091,0.71,0.1642,10,139,149,105,2,2011,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,Summer,4708,3275,7785695,4,1,1,411
2411,2011-04-15,2,2011,4,8,1,5,0,1,0.44,0.4394,0.62,0.2985,21,279,300,105,2,2011,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,Summer,4708,3426,7848684,4,2,1,421
2412,2011-04-15,2,2011,4,9,1,5,0,1,0.5,0.4848,0.55,0.194,16,162,178,105,2,2011,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,Summer,4708,3304,7793820,4,1,1,411
2413,2011-04-15,2,2011,4,10,1,5,0,1,0.5,0.4848,0.55,0.194,31,91,122,105,2,2011,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,Summer,4708,3248,7776086,4,1,1,411
2414,2011-04-15,2,2011,4,11,1,5,0,1,0.52,0.5,0.55,0.194,41,95,136,105,2,2011,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,Summer,4708,3262,7777904,4,1,1,411
2415,2011-04-15,2,2011,4,12,1,5,0,1,0.52,0.5,0.55,0.2836,45,155,200,105,2,2011,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,Summer,4708,3326,7795984,4,1,1,411
2416,2011-04-15,2,2011,4,13,1,5,0,1,0.54,0.5152,0.52,0.2537,47,133,180,105,2,2011,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,Summer,4708,3306,7788924,4,1,1,411
2417,2011-04-15,2,2011,4,14,1,5,0,1,0.54,0.5152,0.52,0.2537,57,106,163,105,2,2011,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,Summer,4708,3289,7782262,4,1,1,411
2418,2011-04-15,2,2011,4,15,1,5,0,1,0.54,0.5152,0.52,0.4478,50,112,162,105,2,2011,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,Summer,4708,3288,7783128,4,1,1,411
2419,2011-04-15,2,2011,4,16,1,5,0,1,0.52,0.5,0.55,0.4925,70,173,243,105,2,2011,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,Summer,4708,3369,7807023,4,2,1,421
2420,2011-04-15,2,2011,4,17,1,5,0,2,0.5,0.4848,0.63,0.3881,64,267,331,105,2,2011,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,Summer,4708,3457,7853361,4,2,1,421
2421,2011-04-15,2,2011,4,18,1,5,0,2,0.46,0.4545,0.67,0.3881,47,216,263,105,2,2011,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,Summer,4708,3389,7821792,4,2,1,421
2422,2011-04-15,2,2011,4,19,1,5,0,1,0.42,0.4242,0.77,0.3881,41,168,209,105,2,2011,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,Summer,4708,3335,7800096,4,2,1,421
2423,2011-04-15,2,2011,4,20,1,5,0,2,0.4,0.4091,0.76,0.3284,26,92,118,105,2,2011,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,Summer,4708,3244,7775840,4,1,1,411
2424,2011-04-15,2,2011,4,21,1,5,0,2,0.4,0.4091,0.76,0.2985,25,77,102,105,2,2011,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,Summer,4708,3228,7772838,4,1,1,411
2425,2011-04-15,2,2011,4,22,1,5,0,2,0.38,0.3939,0.82,0.3881,16,64,80,105,2,2011,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,Summer,4708,3206,7770104,4,1,1,411
2426,2011-04-15,2,2011,4,23,1,5,0,2,0.36,0.3485,0.81,0.194,8,56,64,105,2,2011,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,Summer,4708,3190,7768568,4,1,1,411
2427,2011-04-16,2,2011,4,0,0,6,0,2,0.36,0.3485,0.81,0.2239,7,36,43,106,2,2011,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,Summer,4707,838,537378,4,1,1,411
2428,2011-04-16,2,2011,4,1,0,6,0,2,0.36,0.3333,0.87,0.2836,5,28,33,106,2,2011,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,Summer,4707,828,536754,4,1,1,411
2429,2011-04-16,2,2011,4,2,0,6,0,2,0.36,0.3485,0.87,0.1343,5,19,24,106,2,2011,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,Summer,4707,819,536286,4,1,1,411
2430,2011-04-16,2,2011,4,3,0,6,0,2,0.36,0.3485,0.87,0.1642,5,9,14,106,2,2011,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,Summer,4707,809,535956,4,1,1,411
2431,2011-04-16,2,2011,4,4,0,6,0,2,0.36,0.3485,0.87,0.2239,1,4,5,106,2,2011,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,Summer,4707,800,535850,4,1,1,411
2432,2011-04-16,2,2011,4,5,0,6,0,2,0.38,0.3939,0.87,0.2836,1,3,4,106,2,2011,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,Summer,4707,799,535842,4,1,1,411
2433,2011-04-16,2,2011,4,6,0,6,0,3,0.4,0.4091,0.82,0.3284,1,9,10,106,2,2011,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,Summer,4707,805,535920,4,1,1,411
2434,2011-04-16,2,2011,4,7,0,6,0,2,0.4,0.4091,0.82,0.4179,3,18,21,106,2,2011,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,Summer,4707,816,536208,4,1,1,411
2435,2011-04-16,2,2011,4,8,0,6,0,3,0.4,0.4091,0.87,0.3582,7,38,45,106,2,2011,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,Summer,4707,840,537540,4,1,1,411
2436,2011-04-16,2,2011,4,9,0,6,0,3,0.4,0.4091,1.0,0.2985,2,27,29,106,2,2011,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,Summer,4707,824,536613,4,1,1,411
2437,2011-04-16,2,2011,4,10,0,6,0,3,0.42,0.4242,0.94,0.3881,1,21,22,106,2,2011,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,Summer,4707,817,536292,4,1,1,411
2438,2011-04-16,2,2011,4,11,0,6,0,3,0.42,0.4242,0.94,0.4478,4,27,31,106,2,2011,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,Summer,4707,826,536667,4,1,1,411
2439,2011-04-16,2,2011,4,12,0,6,0,2,0.46,0.4545,0.88,0.5821,6,26,32,106,2,2011,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,Summer,4707,827,536662,4,1,1,411
2440,2011-04-16,2,2011,4,13,0,6,0,3,0.46,0.4545,0.94,0.5224,9,49,58,106,2,2011,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,Summer,4707,853,538672,4,1,1,411
2441,2011-04-16,2,2011,4,14,0,6,0,3,0.52,0.5,0.83,0.5821,14,49,63,106,2,2011,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,Summer,4707,858,538917,4,1,1,411
2442,2011-04-16,2,2011,4,15,0,6,0,3,0.52,0.5,0.83,0.5821,16,62,78,106,2,2011,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,Summer,4707,873,540666,4,1,1,411
2443,2011-04-16,2,2011,4,16,0,6,0,3,0.5,0.4848,0.88,0.4627,6,27,33,106,2,2011,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,Summer,4707,828,536721,4,1,1,411
2444,2011-04-16,2,2011,4,17,0,6,0,3,0.5,0.4848,0.88,0.5821,1,14,15,106,2,2011,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,Summer,4707,810,536040,4,1,1,411
2445,2011-04-16,2,2011,4,18,0,6,0,2,0.5,0.4848,0.94,0.3881,6,32,38,106,2,2011,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,Summer,4707,833,537046,4,1,1,411
2446,2011-04-16,2,2011,4,19,0,6,0,2,0.52,0.5,0.94,0.4179,9,62,71,106,2,2011,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,Summer,4707,866,540232,4,1,1,411
2447,2011-04-16,2,2011,4,20,0,6,0,3,0.44,0.4394,0.94,0.2239,4,49,53,106,2,2011,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,Summer,4707,848,538427,4,1,1,411
2448,2011-04-16,2,2011,4,21,0,6,0,2,0.44,0.4394,0.94,0.0,1,13,14,106,2,2011,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,Summer,4707,809,536012,4,1,1,411
2449,2011-04-16,2,2011,4,22,0,6,0,3,0.42,0.4242,1.0,0.0,2,22,24,106,2,2011,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,Summer,4707,819,536358,4,1,1,411
2450,2011-04-16,2,2011,4,23,0,6,0,2,0.44,0.4394,0.77,0.2836,5,30,35,106,2,2011,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,Summer,4707,830,536880,4,1,1,411
2451,2011-04-17,2,2011,4,0,0,0,0,2,0.44,0.4394,0.77,0.2836,4,29,33,107,2,2011,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,Summer,4706,3777,8185341,4,2,1,421
2452,2011-04-17,2,2011,4,1,0,0,0,1,0.42,0.4242,0.67,0.2239,6,25,31,107,2,2011,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,Summer,4706,3775,8185159,4,2,1,421
2453,2011-04-17,2,2011,4,2,0,0,0,1,0.4,0.4091,0.62,0.194,4,25,29,107,2,2011,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,Summer,4706,3773,8185109,4,2,1,421
2454,2011-04-17,2,2011,4,3,0,0,0,1,0.4,0.4091,0.66,0.1343,12,13,25,107,2,2011,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,Summer,4706,3769,8184709,4,2,1,421
2455,2011-04-17,2,2011,4,4,0,0,0,1,0.36,0.3636,0.76,0.1045,2,5,7,107,2,2011,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,Summer,4706,3751,8184419,4,2,1,421
2456,2011-04-17,2,2011,4,5,0,0,0,1,0.36,0.3485,0.71,0.1642,2,1,3,107,2,2011,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,Summer,4706,3747,8184387,4,2,1,421
2457,2011-04-17,2,2011,4,6,0,0,0,1,0.36,0.3182,0.66,0.4478,3,5,8,107,2,2011,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,Summer,4706,3752,8184424,4,2,1,421
2458,2011-04-17,2,2011,4,7,0,0,0,1,0.36,0.3333,0.5,0.3582,2,14,16,107,2,2011,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,Summer,4706,3760,8184608,4,2,1,421
2459,2011-04-17,2,2011,4,8,0,0,0,1,0.38,0.3939,0.46,0.3881,7,36,43,107,2,2011,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,Summer,4706,3787,8185932,4,2,1,421
2460,2011-04-17,2,2011,4,9,0,0,0,1,0.4,0.4091,0.43,0.2836,31,71,102,107,2,2011,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,Summer,4706,3846,8191626,4,2,1,421
2461,2011-04-17,2,2011,4,10,0,0,0,1,0.42,0.4242,0.44,0.4478,91,120,211,107,2,2011,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,Summer,4706,3955,8209704,4,2,1,421
2462,2011-04-17,2,2011,4,11,0,0,0,1,0.46,0.4545,0.41,0.4179,119,185,304,107,2,2011,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,Summer,4706,4048,8240624,4,2,1,421
2463,2011-04-17,2,2011,4,12,0,0,0,1,0.46,0.4545,0.38,0.3881,167,187,354,107,2,2011,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,Summer,4706,4098,8250582,4,2,1,421
2464,2011-04-17,2,2011,4,13,0,0,0,1,0.5,0.4848,0.34,0.3881,181,162,343,107,2,2011,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,Summer,4706,4087,8239950,4,2,1,421
2465,2011-04-17,2,2011,4,14,0,0,0,1,0.52,0.5,0.34,0.3881,170,191,361,107,2,2011,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,Summer,4706,4105,8253335,4,2,1,421
2466,2011-04-17,2,2011,4,15,0,0,0,1,0.54,0.5152,0.32,0.5224,179,209,388,107,2,2011,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,Summer,4706,4132,8265476,4,2,2,422
2467,2011-04-17,2,2011,4,16,0,0,0,1,0.54,0.5152,0.3,0.3582,161,182,343,107,2,2011,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,Summer,4706,4087,8246810,4,2,1,421
2468,2011-04-17,2,2011,4,17,0,0,0,1,0.56,0.5303,0.3,0.4478,143,163,306,107,2,2011,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,Summer,4706,4050,8234262,4,2,1,421
2469,2011-04-17,2,2011,4,18,0,0,0,1,0.56,0.5303,0.3,0.3881,102,175,277,107,2,2011,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,Summer,4706,4021,8232859,4,2,1,421
2470,2011-04-17,2,2011,4,19,0,0,0,1,0.56,0.5303,0.3,0.2985,75,135,210,107,2,2011,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,Summer,4706,3954,8212734,4,2,1,421
2471,2011-04-17,2,2011,4,20,0,0,0,1,0.52,0.5,0.36,0.194,44,97,141,107,2,2011,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,Summer,4706,3885,8198061,4,2,1,421
2472,2011-04-17,2,2011,4,21,0,0,0,1,0.5,0.4848,0.42,0.194,13,70,83,107,2,2011,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,Summer,4706,3827,8190194,4,2,1,421
2473,2011-04-17,2,2011,4,22,0,0,0,1,0.5,0.4848,0.39,0.1045,21,49,70,107,2,2011,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,Summer,4706,3814,8187814,4,2,1,421
2474,2011-04-17,2,2011,4,23,0,0,0,1,0.44,0.4394,0.67,0.1642,19,37,56,107,2,2011,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,Summer,4706,3800,8186456,4,2,1,421
2475,2011-04-18,2,2011,4,0,0,1,1,1,0.46,0.4545,0.47,0.0896,15,24,39,108,2,2011,4,0,1,1,1,0.5125,0.503146,0.5425,0.163567,669,2760,3429,Summer,4705,3468,9464976,4,2,2,422
2476,2011-04-18,2,2011,4,1,0,1,1,1,0.46,0.4545,0.47,0.1343,11,8,19,108,2,2011,4,0,1,1,1,0.5125,0.503146,0.5425,0.163567,669,2760,3429,Summer,4705,3448,9464192,4,2,2,422
2477,2011-04-18,2,2011,4,2,0,1,1,1,0.42,0.4242,0.67,0.1045,14,2,16,108,2,2011,4,0,1,1,1,0.5125,0.503146,0.5425,0.163567,669,2760,3429,Summer,4705,3445,9464072,4,2,2,422
2478,2011-04-18,2,2011,4,3,0,1,1,1,0.42,0.4242,0.62,0.1045,6,1,7,108,2,2011,4,0,1,1,1,0.5125,0.503146,0.5425,0.163567,669,2760,3429,Summer,4705,3436,9464047,4,2,2,422
2479,2011-04-18,2,2011,4,4,0,1,1,1,0.4,0.4091,0.87,0.1642,2,4,6,108,2,2011,4,0,1,1,1,0.5125,0.503146,0.5425,0.163567,669,2760,3429,Summer,4705,3435,9464064,4,2,2,422
2480,2011-04-18,2,2011,4,5,0,1,1,1,0.4,0.4091,0.76,0.0896,0,16,16,108,2,2011,4,0,1,1,1,0.5125,0.503146,0.5425,0.163567,669,2760,3429,Summer,4705,3445,9464296,4,2,2,422
2481,2011-04-18,2,2011,4,6,0,1,1,1,0.4,0.4091,0.82,0.0,3,51,54,108,2,2011,4,0,1,1,1,0.5125,0.503146,0.5425,0.163567,669,2760,3429,Summer,4705,3483,9466794,4,2,2,422
2482,2011-04-18,2,2011,4,7,0,1,1,1,0.46,0.4545,0.63,0.0,12,156,168,108,2,2011,4,0,1,1,1,0.5125,0.503146,0.5425,0.163567,669,2760,3429,Summer,4705,3597,9490248,4,2,2,422
2483,2011-04-18,2,2011,4,8,0,1,1,1,0.46,0.4545,0.63,0.0,20,277,297,108,2,2011,4,0,1,1,1,0.5125,0.503146,0.5425,0.163567,669,2760,3429,Summer,4705,3726,9546309,4,2,2,422
2484,2011-04-18,2,2011,4,9,0,1,1,2,0.5,0.4848,0.55,0.1045,37,132,169,108,2,2011,4,0,1,1,1,0.5125,0.503146,0.5425,0.163567,669,2760,3429,Summer,4705,3598,9486348,4,2,2,422
2485,2011-04-18,2,2011,4,10,0,1,1,2,0.52,0.5,0.55,0.1045,41,68,109,108,2,2011,4,0,1,1,1,0.5125,0.503146,0.5425,0.163567,669,2760,3429,Summer,4705,3538,9471452,4,2,2,422
